image_path,label
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7370.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7371.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7372.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7373.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7374.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7375.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7376.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7377.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7378.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7379.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7380.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7381.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7382.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7383.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7384.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7385.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7386.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7387.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7388.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7389.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7390.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7391.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7392.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7393.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7394.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7395.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7396.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7397.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7398.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7399.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7400.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7401.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7402.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7403.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7404.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7405.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7406.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7407.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7408.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7409.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7410.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7411.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7412.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7413.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7414.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7415.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7416.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7417.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7418.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7419.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7420.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7421.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7422.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7423.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7424.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7425.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7426.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7427.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7428.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7429.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7430.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7431.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7432.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7433.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7434.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7435.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7436.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7437.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7438.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7439.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7440.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7441.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7442.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7443.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7444.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7445.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7446.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7447.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7448.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7449.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7450.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7451.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7452.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7453.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7454.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7455.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7456.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7457.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7458.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7459.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7460.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7461.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7462.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7463.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7464.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7465.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7466.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7467.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7468.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7469.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7470.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7471.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7472.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7473.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7474.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7475.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7476.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7477.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7478.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7479.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7480.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7481.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7482.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7483.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7484.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7485.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7486.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7487.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7488.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7489.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7490.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7491.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7492.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7493.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7494.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7495.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7496.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7497.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7498.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7499.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7500.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7501.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7502.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7503.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7504.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7505.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7506.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7507.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7508.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7509.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7510.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7511.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7512.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7513.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7514.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7515.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7516.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7517.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7518.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7519.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7520.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7521.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7522.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7523.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7524.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7525.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7526.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7527.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7528.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7529.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7530.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7531.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7532.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7533.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7534.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7535.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7536.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7537.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7538.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7539.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7540.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7541.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7542.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7543.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7544.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7545.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7546.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7547.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7548.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7549.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7550.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7551.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7552.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7553.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7554.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7555.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7556.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7557.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7558.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7559.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7560.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7561.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7562.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7563.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7564.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7565.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7566.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7567.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7568.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7569.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7570.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7571.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7572.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7573.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7574.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7575.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7576.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7577.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7578.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7579.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7580.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7581.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7582.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7583.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7584.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7585.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7586.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7587.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7588.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7589.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7590.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7591.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7592.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7593.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7594.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7595.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7596.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7597.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7598.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7599.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7600.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7601.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7602.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7603.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7604.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7605.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7606.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7607.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7608.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7609.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7610.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7611.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7612.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7613.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7614.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7615.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7616.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7617.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7618.png,1
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7619.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7620.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7621.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7622.png,0
C:/Users/somal/OneDrive/Desktop/Capstone_Model/algae_bloom_dataset\test\algae_bloom_7623.png,0
